Wi1,Wi2,Wi3,Wi5,DC Gain,ft,f3,Vcm,Pdiss,Is4,Gm6,Gm4,Wi4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Abs_Gain,Delay
7.10E-05,7.10E-05,2.10E-05,1.79E-05,32.0591,2.07E+07,527410,0.8,6.51E-05,9.77E-06,1.12E-03,0.000431184,1.84E-04,1.42E+02,1.42E+02,4.20E+01,3.68E+02,3.58E+01,40.08251834,0.00152832
6.10E-05,1.10E-05,4.10E-05,6.77E-05,32.0964,1.99E+07,489356,0.8,9.37E-05,9.82E-06,1.07E-03,0.000170161,6.95E-05,1.22E+02,2.20E+01,8.20E+01,1.39E+02,1.35E+02,40.25501567,0.000488281
1.00E-06,0.0001,5.10E-05,3.10E-05,32.1131,1.26E+07,332435,0.8,5.31E-05,9.17E-06,6.81E-04,0.000495741,1.37E-04,2.00E+00,2.00E+02,1.02E+02,2.74E+02,6.20E+01,40.33248677,0.00351562
6.10E-05,5.10E-05,2.10E-05,2.46E-05,32.1291,3.60E+07,990514,1.6,9.07E-05,1.16E-05,1.95E-03,0.000398448,2.49E-04,1.22E+02,1.02E+02,4.20E+01,4.98E+02,4.92E+01,40.40685042,0.00450195
3.10E-05,6.10E-05,2.10E-05,2.06E-05,32.1372,2.94E+07,769301,1.6,8.24E-05,1.15E-05,1.59E-03,0.000434445,2.23E-04,6.20E+01,1.22E+02,4.20E+01,4.46E+02,4.12E+01,40.44454929,0.00352051
8.10E-05,7.10E-05,2.10E-05,1.79E-05,32.1503,2.09E+07,527131,0.8,6.52E-05,9.78E-06,1.13E-03,0.000431474,1.86E-04,1.62E+02,1.42E+02,4.20E+01,3.72E+02,3.58E+01,40.5055935,0.00347656
6.10E-05,0.0001,3.10E-05,1.89E-05,32.155,2.04E+07,523137,0.8,5.67E-05,9.80E-06,1.10E-03,0.000512362,2.15E-04,1.22E+02,2.00E+02,6.20E+01,4.30E+02,3.78E+01,40.52751731,0.00247559
7.10E-05,1.10E-05,4.10E-05,6.76E-05,32.1562,2.01E+07,490146,0.8,9.38E-05,9.84E-06,1.08E-03,0.000170302,7.00E-05,1.42E+02,2.20E+01,8.20E+01,1.40E+02,1.35E+02,40.53311678,0.000488281
1.00E-06,3.10E-05,9.10E-05,7.36E-05,32.1582,1.25E+07,319469,0.8,6.00E-05,9.21E-06,6.74E-04,0.000276677,7.56E-05,2.00E+00,6.20E+01,1.82E+02,1.51E+02,1.47E+02,40.54245095,0.000488281
9.10E-05,1.10E-05,1.10E-05,4.72E-05,32.1841,2.83E+07,718777,1.6,0.000217279,1.14E-05,1.53E-03,0.00018333,9.17E-05,1.82E+02,2.20E+01,2.20E+01,1.83E+02,9.44E+01,40.66352279,0.000488281
1.00E-06,6.10E-05,3.10E-05,3.06E-05,32.1952,1.32E+07,332054,0.8,6.53E-05,9.13E-06,7.13E-04,0.000386386,1.13E-04,2.00E+00,1.22E+02,6.20E+01,2.26E+02,6.12E+01,40.71552133,0.00450684
8.10E-05,1.10E-05,4.10E-05,6.75E-05,32.208,2.02E+07,490562,0.8,9.38E-05,9.85E-06,1.09E-03,0.000170423,7.05E-05,1.62E+02,2.20E+01,8.20E+01,1.41E+02,1.35E+02,40.77556618,0.000488281
5.10E-05,9.10E-05,3.10E-05,2.06E-05,32.2295,2.91E+07,786245,1.6,7.01E-05,1.17E-05,1.57E-03,0.000534354,2.68E-04,1.02E+02,1.82E+02,6.20E+01,5.36E+02,4.12E+01,40.8766221,0.000546875
9.10E-05,7.10E-05,2.10E-05,1.79E-05,32.2304,2.11E+07,526633,0.8,6.53E-05,9.80E-06,1.14E-03,0.000431728,1.87E-04,1.82E+02,1.42E+02,4.20E+01,3.74E+02,3.58E+01,40.8808578,0.00247559
2.10E-05,4.10E-05,0.0001,5.72E-05,32.2319,2.80E+07,750852,1.6,6.72E-05,1.19E-05,1.51E-03,0.00036128,1.72E-04,4.20E+01,8.20E+01,2.00E+02,3.44E+02,1.14E+02,40.88791828,0.000488281
1.00E-06,4.10E-05,9.10E-05,5.99E-05,32.2377,1.47E+07,382476,1.6,6.75E-05,1.13E-05,7.95E-04,0.000352348,9.25E-05,2.00E+00,8.20E+01,1.82E+02,1.85E+02,1.20E+02,40.9152303,0.000488281
9.10E-05,1.10E-05,4.10E-05,6.74E-05,32.2538,2.04E+07,490704,0.8,9.39E-05,9.86E-06,1.10E-03,0.000170528,7.10E-05,1.82E+02,2.20E+01,8.20E+01,1.42E+02,1.35E+02,40.99114032,0.000488281
7.10E-05,0.0001,3.10E-05,1.89E-05,32.263,2.07E+07,523171,0.8,5.68E-05,9.81E-06,1.12E-03,0.000512777,2.18E-04,1.42E+02,2.00E+02,6.20E+01,4.36E+02,3.78E+01,41.03458069,0.00347168
4.10E-05,4.10E-05,9.10E-05,5.67E-05,32.265,3.14E+07,909904,1.6,6.98E-05,1.19E-05,1.69E-03,0.00036222,1.92E-04,8.20E+01,8.20E+01,1.82E+02,3.84E+02,1.13E+02,41.04403034,0.000488281
0.0001,1.10E-05,4.10E-05,6.73E-05,32.2908,2.05E+07,490654,0.8,9.39E-05,9.87E-06,1.11E-03,0.000170613,7.13E-05,2.00E+02,2.20E+01,8.20E+01,1.43E+02,1.35E+02,41.1661261,0.000488281
0.0001,7.10E-05,2.10E-05,1.79E-05,32.2949,2.12E+07,526045,0.8,6.54E-05,9.80E-06,1.14E-03,0.000431931,1.88E-04,2.00E+02,1.42E+02,4.20E+01,3.76E+02,3.58E+01,41.18556233,0.000473633
1.10E-05,6.10E-05,2.10E-05,2.08E-05,32.2994,1.94E+07,480112,0.8,6.85E-05,9.56E-06,1.05E-03,0.000395423,1.62E-04,2.20E+01,1.22E+02,4.20E+01,3.24E+02,4.16E+01,41.20690534,0.000483398
1.00E-06,2.10E-05,6.10E-05,7.31E-05,32.3096,1.26E+07,313716,0.8,7.26E-05,9.18E-06,6.83E-04,0.0002273,6.31E-05,2.00E+00,4.20E+01,1.22E+02,1.26E+02,1.46E+02,41.25532379,0.000488281
3.10E-05,2.10E-05,1.10E-05,3.05E-05,32.3169,4.33E+07,1.13E+06,1.6,0.000154082,1.13E-05,2.34E-03,0.000252703,1.94E-04,6.20E+01,4.20E+01,2.20E+01,3.88E+02,6.10E+01,41.29001114,0.00150879
8.10E-05,0.0001,3.10E-05,1.89E-05,32.356,2.09E+07,522907,0.8,5.69E-05,9.82E-06,1.13E-03,0.000513133,2.20E-04,1.62E+02,2.00E+02,6.20E+01,4.40E+02,3.78E+01,41.47629932,0.000527344
2.10E-05,3.10E-05,7.10E-05,5.71E-05,32.4342,3.01E+07,797818,1.6,7.66E-05,1.18E-05,1.63E-03,0.000313168,1.61E-04,4.20E+01,6.20E+01,1.42E+02,3.22E+02,1.14E+02,41.85140092,0.000488281
1.00E-06,4.10E-05,2.10E-05,3.06E-05,32.4349,1.36E+07,326694,0.8,8.05E-05,9.10E-06,7.33E-04,0.000316292,9.50E-05,2.00E+00,8.20E+01,4.20E+01,1.90E+02,6.12E+01,41.85477388,0.00450684
9.10E-05,0.0001,3.10E-05,1.89E-05,32.4376,2.11E+07,522427,0.8,5.70E-05,9.84E-06,1.14E-03,0.000513444,2.22E-04,1.82E+02,2.00E+02,6.20E+01,4.44E+02,3.78E+01,41.86778642,0.000527344
8.10E-05,8.10E-05,3.10E-05,2.31E-05,32.4964,3.27E+07,904584,1.6,7.38E-05,1.18E-05,1.77E-03,0.000505181,2.83E-04,1.62E+02,1.62E+02,6.20E+01,5.66E+02,4.62E+01,42.15217611,0.0025293
2.10E-05,9.10E-05,3.10E-05,2.07E-05,32.5029,2.01E+07,496485,0.8,5.81E-05,9.68E-06,1.09E-03,0.000485799,2.03E-04,4.20E+01,1.82E+02,6.20E+01,4.06E+02,4.14E+01,42.18373208,0.000473633
0.0001,0.0001,3.10E-05,1.89E-05,32.5032,2.12E+07,521857,0.8,5.70E-05,9.85E-06,1.14E-03,0.000513694,2.23E-04,2.00E+02,2.00E+02,6.20E+01,4.46E+02,3.78E+01,42.18518908,0.000473633
2.10E-05,6.10E-05,2.10E-05,2.07E-05,32.5066,2.83E+07,705779,1.6,8.21E-05,1.15E-05,1.53E-03,0.000433632,2.15E-04,4.20E+01,1.22E+02,4.20E+01,4.30E+02,4.14E+01,42.20170526,0.000546875
1.10E-05,6.10E-05,2.10E-05,2.07E-05,32.5104,2.56E+07,635008,1.6,8.16E-05,1.14E-05,1.38E-03,0.000432185,1.95E-04,2.20E+01,1.22E+02,4.20E+01,3.90E+02,4.14E+01,42.22017217,0.000551758
4.10E-05,9.10E-05,3.10E-05,2.06E-05,32.512,2.87E+07,747932,1.6,7.00E-05,1.17E-05,1.55E-03,0.000533813,2.65E-04,8.20E+01,1.82E+02,6.20E+01,5.30E+02,4.12E+01,42.22795013,0.000556641
9.10E-05,5.10E-05,0.0001,5.63E-05,32.524,3.44E+07,1.11E+06,1.6,6.78E-05,1.21E-05,1.86E-03,0.00040586,2.34E-04,1.82E+02,1.02E+02,2.00E+02,4.68E+02,1.13E+02,42.28633052,0.000488281
1.10E-05,9.10E-05,3.10E-05,2.06E-05,32.5759,2.45E+07,619483,1.6,6.91E-05,1.15E-05,1.32E-03,0.000530242,2.27E-04,2.20E+01,1.82E+02,6.20E+01,4.54E+02,4.12E+01,42.53975653,0.00144043
1.00E-06,1.10E-05,3.10E-05,7.20E-05,32.6035,1.28E+07,303514,0.8,0.000109158,9.13E-06,6.93E-04,0.000164033,4.65E-05,2.00E+00,2.20E+01,6.20E+01,9.30E+01,1.44E+02,42.67514447,0.000488281
3.10E-05,9.10E-05,3.10E-05,2.06E-05,32.7311,2.81E+07,709702,1.6,6.98E-05,1.17E-05,1.52E-03,0.000533102,2.59E-04,6.20E+01,1.82E+02,6.20E+01,5.18E+02,4.12E+01,43.30669088,0.000556641
0.0001,3.10E-05,5.10E-05,5.58E-05,32.8184,4.10E+07,1.29E+06,1.6,8.97E-05,1.19E-05,2.21E-03,0.000314428,2.18E-04,2.00E+02,6.20E+01,1.02E+02,4.36E+02,1.12E+02,43.7441518,0.000488281
3.10E-05,9.10E-05,3.10E-05,2.07E-05,32.8265,2.11E+07,500589,0.8,5.84E-05,9.72E-06,1.14E-03,0.00048692,2.13E-04,6.20E+01,1.82E+02,6.20E+01,4.26E+02,4.14E+01,43.78496431,0.00347656
2.10E-05,9.10E-05,3.10E-05,2.06E-05,32.8293,2.69E+07,669060,1.6,6.96E-05,1.16E-05,1.46E-03,0.000532074,2.49E-04,4.20E+01,1.82E+02,6.20E+01,4.98E+02,4.12E+01,43.79908119,0.000556641
1.00E-06,2.10E-05,1.10E-05,3.08E-05,32.8384,1.39E+07,315507,0.8,0.000123829,9.06E-06,7.51E-04,0.000225775,6.99E-05,2.00E+00,4.20E+01,2.20E+01,1.40E+02,6.16E+01,43.84499249,0.000498047
1.10E-05,4.10E-05,0.0001,5.76E-05,32.9391,2.58E+07,636761,1.6,6.69E-05,1.18E-05,1.39E-03,0.000359965,1.58E-04,2.20E+01,8.20E+01,2.00E+02,3.16E+02,1.15E+02,44.35626812,0.000488281
2.10E-05,6.10E-05,2.10E-05,2.07E-05,32.942,2.13E+07,489944,0.8,6.90E-05,9.64E-06,1.15E-03,0.000397004,1.77E-04,4.20E+01,1.22E+02,4.20E+01,3.54E+02,4.14E+01,44.37108004,0.00352539
7.10E-05,8.10E-05,3.10E-05,2.31E-05,32.9479,3.25E+07,851877,1.6,7.37E-05,1.17E-05,1.75E-03,0.000504887,2.81E-04,1.42E+02,1.62E+02,6.20E+01,5.62E+02,4.62E+01,44.40122989,0.00351562
5.10E-05,5.10E-05,2.10E-05,2.46E-05,32.9631,3.57E+07,892445,1.6,9.06E-05,1.16E-05,1.93E-03,0.000398136,2.47E-04,1.02E+02,1.02E+02,4.20E+01,4.94E+02,4.92E+01,44.4789985,0.00450684
4.10E-05,9.10E-05,3.10E-05,2.07E-05,33.0415,2.17E+07,502794,0.8,5.85E-05,9.75E-06,1.17E-03,0.000487694,2.19E-04,8.20E+01,1.82E+02,6.20E+01,4.38E+02,4.14E+01,44.88228922,0.000527344
1.10E-05,2.10E-05,7.10E-05,6.97E-05,33.1032,1.99E+07,445635,0.8,6.90E-05,9.67E-06,1.08E-03,0.000233329,9.68E-05,2.20E+01,4.20E+01,1.42E+02,1.94E+02,1.39E+02,45.20224449,0.000488281
8.10E-05,4.10E-05,2.10E-05,3.03E-05,33.1167,4.37E+07,1.17E+06,1.6,0.000102416,1.16E-05,2.36E-03,0.000357665,2.71E-04,1.62E+02,8.20E+01,4.20E+01,5.42E+02,6.06E+01,45.27255448,0.00248535
1.10E-05,3.10E-05,1.10E-05,2.11E-05,33.1278,2.08E+07,462594,0.8,9.99E-05,9.52E-06,1.12E-03,0.000281171,1.24E-04,2.20E+01,6.20E+01,2.20E+01,2.48E+02,4.22E+01,45.33044683,0.000556641
5.10E-05,9.10E-05,3.10E-05,2.07E-05,33.2034,2.21E+07,503922,0.8,5.87E-05,9.78E-06,1.20E-03,0.000488284,2.23E-04,1.02E+02,1.82E+02,6.20E+01,4.46E+02,4.14E+01,45.7267147,0.000527344
6.10E-05,4.10E-05,8.10E-05,5.64E-05,33.2094,3.53E+07,999267,1.6,7.30E-05,1.20E-05,1.91E-03,0.000362522,2.16E-04,1.22E+02,8.20E+01,1.62E+02,4.32E+02,1.13E+02,45.75831251,0.000488281
0.0001,7.10E-05,3.10E-05,2.62E-05,33.2341,3.68E+07,985883,1.6,7.82E-05,1.18E-05,1.99E-03,0.00047339,2.98E-04,2.00E+02,1.42E+02,6.20E+01,5.96E+02,5.24E+01,45.88862027,0.00150879
3.10E-05,6.10E-05,2.10E-05,2.07E-05,33.2605,2.23E+07,494037,0.8,6.93E-05,9.68E-06,1.20E-03,0.000397893,1.84E-04,6.20E+01,1.22E+02,4.20E+01,3.68E+02,4.14E+01,46.02830688,0.00152832
6.10E-05,9.10E-05,3.10E-05,2.07E-05,33.3337,2.24E+07,504385,0.8,5.88E-05,9.80E-06,1.21E-03,0.000488759,2.26E-04,1.22E+02,1.82E+02,6.20E+01,4.52E+02,4.14E+01,46.41784778,0.00351074
6.10E-05,8.10E-05,3.10E-05,2.31E-05,33.3739,3.22E+07,800668,1.6,7.36E-05,1.17E-05,1.74E-03,0.000504545,2.79E-04,1.22E+02,1.62E+02,6.20E+01,5.58E+02,4.62E+01,46.63317659,0.000546875
4.10E-05,3.10E-05,6.10E-05,5.65E-05,33.3821,3.63E+07,961032,1.6,8.22E-05,1.18E-05,1.96E-03,0.000313764,1.94E-04,8.20E+01,6.20E+01,1.22E+02,3.88E+02,1.13E+02,46.67722189,0.000488281
1.10E-05,8.10E-05,3.10E-05,2.32E-05,33.3969,2.06E+07,462801,0.8,6.04E-05,9.60E-06,1.11E-03,0.000456446,1.98E-04,2.20E+01,1.62E+02,6.20E+01,3.96E+02,4.64E+01,46.75682361,0.000512695
3.10E-05,4.10E-05,9.10E-05,5.69E-05,33.404,3.10E+07,785195,1.6,6.97E-05,1.19E-05,1.68E-03,0.000361715,1.90E-04,6.20E+01,8.20E+01,1.82E+02,3.80E+02,1.14E+02,46.79505909,0.000488281
8.10E-05,1.10E-05,1.10E-05,4.72E-05,33.4167,3.05E+07,682082,1.6,0.000217226,1.14E-05,1.65E-03,0.000183289,9.90E-05,1.62E+02,2.20E+01,2.20E+01,1.98E+02,9.44E+01,46.86353013,0.000488281
7.10E-05,9.10E-05,3.10E-05,2.07E-05,33.4429,2.27E+07,504423,0.8,5.89E-05,9.81E-06,1.22E-03,0.000489156,2.28E-04,1.42E+02,1.82E+02,6.20E+01,4.56E+02,4.14E+01,47.00510206,0.00150879
4.10E-05,6.10E-05,2.10E-05,2.07E-05,33.4721,2.29E+07,496065,0.8,6.95E-05,9.71E-06,1.23E-03,0.000398507,1.89E-04,8.20E+01,1.22E+02,4.20E+01,3.78E+02,4.14E+01,47.16338852,0.00347656
8.10E-05,5.10E-05,0.0001,5.63E-05,33.4864,3.45E+07,994280,1.6,6.78E-05,1.20E-05,1.86E-03,0.000405646,2.34E-04,1.62E+02,1.02E+02,2.00E+02,4.68E+02,1.13E+02,47.24109983,0.000488281
2.10E-05,2.10E-05,7.10E-05,6.91E-05,33.4917,2.17E+07,459565,0.8,6.93E-05,9.76E-06,1.17E-03,0.000234337,1.05E-04,4.20E+01,4.20E+01,1.42E+02,2.10E+02,1.38E+02,47.26993444,0.000488281
8.10E-05,9.10E-05,3.10E-05,2.07E-05,33.5368,2.29E+07,504172,0.8,5.90E-05,9.82E-06,1.23E-03,0.000489495,2.30E-04,1.62E+02,1.82E+02,6.20E+01,4.60E+02,4.14E+01,47.51601382,0.00450684
9.10E-05,9.10E-05,3.10E-05,2.07E-05,33.6193,2.30E+07,503712,0.8,5.90E-05,9.84E-06,1.24E-03,0.000489792,2.31E-04,1.82E+02,1.82E+02,6.20E+01,4.62E+02,4.14E+01,47.96947882,0.00351074
5.10E-05,6.10E-05,2.10E-05,2.07E-05,33.6315,2.33E+07,497073,0.8,6.97E-05,9.74E-06,1.26E-03,0.000398974,1.92E-04,1.02E+02,1.22E+02,4.20E+01,3.84E+02,4.14E+01,48.03690299,0.00147461
3.10E-05,2.10E-05,7.10E-05,6.88E-05,33.6583,2.25E+07,466177,0.8,6.95E-05,9.80E-06,1.22E-03,0.000234905,1.09E-04,6.20E+01,4.20E+01,1.42E+02,2.18E+02,1.38E+02,48.18534802,0.000488281
0.0001,9.10E-05,3.10E-05,2.07E-05,33.6856,2.31E+07,503165,0.8,5.91E-05,9.85E-06,1.25E-03,0.00049003,2.32E-04,2.00E+02,1.82E+02,6.20E+01,4.64E+02,4.14E+01,48.3370342,0.00250977
1.10E-05,3.10E-05,7.10E-05,5.75E-05,33.7117,2.81E+07,637520,1.6,7.63E-05,1.17E-05,1.52E-03,0.000312044,1.51E-04,2.20E+01,6.20E+01,1.42E+02,3.02E+02,1.15E+02,48.48249932,0.000488281
4.10E-05,5.10E-05,2.10E-05,2.46E-05,33.7417,3.53E+07,800056,1.6,9.04E-05,1.16E-05,1.91E-03,0.000397746,2.44E-04,8.20E+01,1.02E+02,4.20E+01,4.88E+02,4.92E+01,48.65024145,0.0025293
2.10E-05,3.10E-05,1.10E-05,2.11E-05,33.7532,2.29E+07,472362,0.8,0.00010063,9.59E-06,1.24E-03,0.000282228,1.36E-04,4.20E+01,6.20E+01,2.20E+01,2.72E+02,4.22E+01,48.71469637,0.00148437
9.10E-05,7.10E-05,3.10E-05,2.62E-05,33.7597,3.67E+07,926804,1.6,7.82E-05,1.18E-05,1.98E-03,0.000473199,2.98E-04,1.82E+02,1.42E+02,6.20E+01,5.96E+02,5.24E+01,48.75116518,0.00251465
6.10E-05,6.10E-05,2.10E-05,2.07E-05,33.7598,2.36E+07,497490,0.8,6.98E-05,9.76E-06,1.27E-03,0.00039935,1.94E-04,1.22E+02,1.22E+02,4.20E+01,3.88E+02,4.14E+01,48.75172645,0.00152832
5.10E-05,8.10E-05,3.10E-05,2.31E-05,33.7668,3.18E+07,755782,1.6,7.35E-05,1.17E-05,1.72E-03,0.000504134,2.76E-04,1.02E+02,1.62E+02,6.20E+01,5.52E+02,4.62E+01,48.79103153,0.000556641
4.10E-05,2.10E-05,7.10E-05,6.86E-05,33.7733,2.30E+07,469862,0.8,6.96E-05,9.84E-06,1.24E-03,0.000235297,1.11E-04,8.20E+01,4.20E+01,1.42E+02,2.22E+02,1.37E+02,48.82755749,0.000488281
5.10E-05,2.10E-05,7.10E-05,6.84E-05,33.8588,2.33E+07,472162,0.8,6.97E-05,9.86E-06,1.26E-03,0.000235596,1.12E-04,1.02E+02,4.20E+01,1.42E+02,2.24E+02,1.37E+02,49.31056742,0.000488281
7.10E-05,6.10E-05,2.10E-05,2.07E-05,33.8673,2.38E+07,497530,0.8,6.99E-05,9.77E-06,1.29E-03,0.000399664,1.96E-04,1.42E+02,1.22E+02,4.20E+01,3.92E+02,4.14E+01,49.35884629,0.00152832
6.10E-05,2.10E-05,7.10E-05,6.83E-05,33.9276,2.35E+07,473640,0.8,6.98E-05,9.88E-06,1.27E-03,0.000235837,1.13E-04,1.22E+02,4.20E+01,1.42E+02,2.26E+02,1.37E+02,49.70270211,0.000488281
2.10E-05,2.10E-05,4.10E-05,5.67E-05,33.9495,3.65E+07,852728,1.6,0.00010014,1.17E-05,1.97E-03,0.00025633,1.62E-04,4.20E+01,4.20E+01,8.20E+01,3.24E+02,1.13E+02,49.82817717,0.000488281
8.10E-05,6.10E-05,2.10E-05,2.07E-05,33.9598,2.40E+07,497313,0.8,7.00E-05,9.78E-06,1.30E-03,0.000399933,1.98E-04,1.62E+02,1.22E+02,4.20E+01,3.96E+02,4.14E+01,49.88730004,0.00152344
7.10E-05,2.10E-05,7.10E-05,6.81E-05,33.9855,2.37E+07,474579,0.8,6.98E-05,9.90E-06,1.28E-03,0.000236038,1.14E-04,1.42E+02,4.20E+01,1.42E+02,2.28E+02,1.36E+02,50.03512626,0.000488281
1.10E-05,3.10E-05,0.0001,7.00E-05,33.9898,2.12E+07,436591,0.8,5.94E-05,9.71E-06,1.15E-03,0.000284006,1.25E-04,2.20E+01,6.20E+01,2.00E+02,2.50E+02,1.40E+02,50.05990257,0.000488281
8.10E-05,2.10E-05,7.10E-05,6.81E-05,34.0356,2.38E+07,475142,0.8,6.99E-05,9.91E-06,1.29E-03,0.00023621,1.14E-04,1.62E+02,4.20E+01,1.42E+02,2.28E+02,1.36E+02,50.32456157,0.000488281
9.10E-05,6.10E-05,2.10E-05,2.07E-05,34.0411,2.41E+07,496910,0.8,7.01E-05,9.80E-06,1.30E-03,0.000400168,1.99E-04,1.82E+02,1.22E+02,4.20E+01,3.98E+02,4.14E+01,50.35643772,0.00351074
2.10E-05,8.10E-05,3.10E-05,2.32E-05,34.058,2.26E+07,472030,0.8,6.09E-05,9.68E-06,1.22E-03,0.000458327,2.16E-04,4.20E+01,1.62E+02,6.20E+01,4.32E+02,4.64E+01,50.45451084,0.000473633
3.10E-05,3.10E-05,1.10E-05,2.11E-05,34.0623,2.38E+07,476438,0.8,0.000101045,9.63E-06,1.29E-03,0.00028282,1.41E-04,6.20E+01,6.20E+01,2.20E+01,2.82E+02,4.22E+01,50.47949482,0.000483398
9.10E-05,2.10E-05,7.10E-05,6.80E-05,34.0798,2.39E+07,475431,0.8,6.99E-05,9.93E-06,1.29E-03,0.000236361,1.15E-04,1.82E+02,4.20E+01,1.42E+02,2.30E+02,1.36E+02,50.58130151,0.000488281
0.0001,6.10E-05,2.10E-05,2.07E-05,34.1065,2.42E+07,496430,0.8,7.02E-05,9.80E-06,1.31E-03,0.000400357,1.99E-04,2.00E+02,1.22E+02,4.20E+01,3.98E+02,4.14E+01,50.73702518,0.00250977
4.10E-05,8.10E-05,3.10E-05,2.31E-05,34.1144,3.14E+07,713278,1.6,7.34E-05,1.17E-05,1.70E-03,0.000503625,2.73E-04,8.20E+01,1.62E+02,6.20E+01,5.46E+02,4.62E+01,50.78319257,0.000444336
0.0001,2.10E-05,7.10E-05,6.79E-05,34.1155,2.40E+07,475510,0.8,7.00E-05,9.94E-06,1.30E-03,0.000236481,1.15E-04,2.00E+02,4.20E+01,1.42E+02,2.30E+02,1.36E+02,50.78962427,0.000488281
0.0001,0.0001,4.10E-05,2.48E-05,34.1271,3.32E+07,831014,1.6,6.85E-05,1.19E-05,1.79E-03,0.000563628,3.18E-04,2.00E+02,2.00E+02,8.20E+01,6.36E+02,4.96E+01,50.85749909,0.000551758
9.10E-05,3.10E-05,5.10E-05,5.58E-05,34.1403,4.17E+07,1.14E+06,1.6,8.96E-05,1.19E-05,2.25E-03,0.000314309,2.22E-04,1.82E+02,6.20E+01,1.02E+02,4.44E+02,1.12E+02,50.9348463,0.000488281
1.00E-06,9.10E-05,5.10E-05,3.40E-05,34.1519,1.42E+07,299529,0.8,5.50E-05,9.17E-06,7.68E-04,0.0004729,1.48E-04,2.00E+00,1.82E+02,1.02E+02,2.96E+02,6.80E+01,51.0029152,0.000541992
1.00E-06,2.10E-05,1.10E-05,3.06E-05,34.157,1.79E+07,352168,1.6,0.000147571,1.09E-05,9.66E-04,0.000247118,8.21E-05,2.00E+00,4.20E+01,2.20E+01,1.64E+02,6.12E+01,51.03287082,0.00149902
0.0001,4.10E-05,7.10E-05,5.60E-05,34.217,3.87E+07,1.10E+06,1.6,7.72E-05,1.20E-05,2.09E-03,0.000362869,2.36E-04,2.00E+02,8.20E+01,1.42E+02,4.72E+02,1.12E+02,51.38661379,0.000488281
1.10E-05,0.0001,4.10E-05,2.49E-05,34.2333,2.13E+07,447556,0.8,5.57E-05,9.62E-06,1.15E-03,0.000507834,2.27E-04,2.20E+01,2.00E+02,8.20E+01,4.54E+02,4.98E+01,51.4831368,0.000527344
4.10E-05,3.10E-05,1.10E-05,2.11E-05,34.2675,2.44E+07,478471,0.8,0.000101332,9.66E-06,1.32E-03,0.000283229,1.44E-04,8.20E+01,6.20E+01,2.20E+01,2.88E+02,4.22E+01,51.68624716,0.000478516
7.10E-05,4.10E-05,2.10E-05,3.03E-05,34.2747,4.37E+07,1.03E+06,1.6,0.000102307,1.16E-05,2.36E-03,0.000357469,2.71E-04,1.42E+02,8.20E+01,4.20E+01,5.42E+02,6.06E+01,51.72910923,0.00150391
8.10E-05,7.10E-05,3.10E-05,2.62E-05,34.3288,3.66E+07,863903,1.6,7.81E-05,1.18E-05,1.98E-03,0.00047296,2.97E-04,1.62E+02,1.42E+02,6.20E+01,5.94E+02,5.24E+01,52.05230909,0.00252441
1.10E-05,8.10E-05,3.10E-05,2.31E-05,34.3342,2.74E+07,580639,1.6,7.24E-05,1.15E-05,1.48E-03,0.000500256,2.40E-04,2.20E+01,1.62E+02,6.20E+01,4.80E+02,4.62E+01,52.08467997,0.00154785
2.10E-05,3.10E-05,0.0001,6.94E-05,34.3708,2.29E+07,450663,0.8,5.97E-05,9.79E-06,1.24E-03,0.00028525,1.34E-04,4.20E+01,6.20E+01,2.00E+02,2.68E+02,1.39E+02,52.30461383,0.000488281
3.10E-05,8.10E-05,3.10E-05,2.32E-05,34.3869,2.35E+07,475848,0.8,6.12E-05,9.72E-06,1.27E-03,0.000459384,2.24E-04,6.20E+01,1.62E+02,6.20E+01,4.48E+02,4.64E+01,52.40165458,0.00250977
3.10E-05,8.10E-05,3.10E-05,2.31E-05,34.3935,3.08E+07,671214,1.6,7.32E-05,1.17E-05,1.67E-03,0.000502955,2.68E-04,6.20E+01,1.62E+02,6.20E+01,5.36E+02,4.62E+01,52.44148727,0.00151855
5.10E-05,3.10E-05,1.10E-05,2.11E-05,34.4221,2.47E+07,479497,0.8,0.00010155,9.68E-06,1.34E-03,0.00028354,1.46E-04,1.02E+02,6.20E+01,2.20E+01,2.92E+02,4.22E+01,52.61444577,0.000478516
2.10E-05,4.10E-05,9.10E-05,5.71E-05,34.4278,3.03E+07,678661,1.6,6.95E-05,1.19E-05,1.64E-03,0.000360982,1.86E-04,4.20E+01,8.20E+01,1.82E+02,3.72E+02,1.14E+02,52.64898464,0.000488281
3.10E-05,5.10E-05,2.10E-05,2.46E-05,34.4336,3.45E+07,721599,1.6,9.02E-05,1.15E-05,1.86E-03,0.000397233,2.39E-04,6.20E+01,1.02E+02,4.20E+01,4.78E+02,4.92E+01,52.68415272,0.000551758
9.10E-05,0.0001,4.10E-05,2.48E-05,34.4428,3.31E+07,795535,1.6,6.84E-05,1.18E-05,1.79E-03,0.000563393,3.17E-04,1.82E+02,2.00E+02,8.20E+01,6.34E+02,4.96E+01,52.73998476,0.000439453
